en,ks,domain
"But for document submission and verification you have to visit the branch.","مگر دستاویز جمع کرنہٕ تہٕ تصدیٖق کرنہٕ خٲطرٕ پٮ۪وٚو تۄہہِ برانچس پیٹھ یُن۔","conversation"
"I'm a regular customer at your firm, you can check with that.","بہٕ چھُس تُہنٛدِ كاربٲرِ ادارٗك لگاتار خریدار ، توہہِ ہیكِو یہِ سرٕ كرِتھ ۔","conversation"
"Can I just send my documents to your office?","بہٕ ہٮ۪کا پنٕنہِ دستاویز تُہُنٛد دفتر سوٗزِتھ؟","conversation"
"Sir, it won't take much time, sending the documents might get mixed with the other applications.","جناب، اَتھ لگہِ نہٕ زِیٛادٕ وقت، دستاویز سوزنہٕ سٕتہِ ہٮ۪کَن یِم باقٮ۪ن درخواستن سٕتہِ رَلہٕ گژھِتھ ۔","conversation"
"What are the lower and upper limits on a personal loan, usually?","عموٗمَن، کیٛاہ چھِ ذٲتی قرضٗك بونِم تہٕ ہیرِم حدوٗد؟","conversation"
"We provide Personal Loans from a minimum of 75,000 to a maximum of 35,00,000/- depending on your eligibility.","أسہِ چھِ تُہنٛدِ اہلیت کہِ لحاظٕہ کم از کم 75,000 پٮ۪ٹھٕ زِیٛادٕ کھۄتہٕ زِیٛادٕ -/35,00,000 تام ذٲتی قرضہٕ فراہم کران۔","conversation"
"Ok then, thank you for the information.","تیٚلہِ چھُ ٹھیٖک، معلوٗماتو خٲطرٕ تُہُنٛد شُکریہ ۔","conversation"
"I'll visit the branch soon.","بہٕ یِمہٕ جلدٕیہ برانچس منز ۔","conversation"
"Please get in touch in case of any other assistance.","مہربٲنی کٔرِتھ کُنہِ تہِ بییہِ مدتہٕ خٲطرٕ کٔرزیو رٲبطہٕ۔","conversation"
"Kamala, when are you coming back to work?","بی، ژٕ کر یِکھ کامہِ پٮ۪ٹھ واپس؟","conversation"
"Have you even seen the calendar?","ژے چھُتہٕ زانٛہہ کیلنڈر تہِ وُچھمُت؟","conversation"
"It's been almost a month.","لگ بَگ ہیوٚتُن رٮ۪تھ گژھُن۔","conversation"
"I thought you said you were taking a leave for 10 days.","مےٚ باسیو ژے وونُتھ، ژے چھے دَہَن دۄہَن چھٗٹی ہینہِ ۔","conversation"
"I'm sorry ma'am.","مےٚ کٔرِو معاف محترمہ۔","conversation"
"I wasn't able to inform you.","مےٚ ہیو٘ك نہٕ تۄہہِ اطلاع دِتھ۔","conversation"
"Where even are you?","ژٕٕ تام کَتہِ چھَکھ؟","conversation"
"Are you still at your paternal house?","کیٛاہ ژٕ چھَکھٕ وُنہِ تہِ مالنہِ؟","conversation"
"No ma'am, I came home three days back.","نَہ محترمہ ، بہٕ آیَس ترٛےٚ دۄہ برٛونٛہہ گھرٕ ۔","conversation"
"Three days back?","ترٛےٚ دۄہ برٛونٛہہ؟","conversation"
"Why aren't you coming to work then?","ژٕ کیٛازِ چھَکھ نہٕ تیٚلہِ کامہِ یِوان؟","conversation"
"My hand is a bit swollen.","مےٚ چھُ اَتھس تھوڑا ورَم۔","conversation"
"I'm finding it difficult to work.","مےٚ چھِٗ کٲم كرنس مٗشكِل گژھان ۔","conversation"
"Swollen? Did you see a doctor?","ورم؟ کیٛاہ ژٕ گٕیكھہٕ ڈاکٹرَس؟","conversation"
"The doctor advised to take rest for a few days.","ڈاکٹرَن دِیوٗت کینٛہَن دۄہَن آرام كرنٗك مشورٕ ۔","conversation"
"He surely didn't mean a month?","تٔمۍ سُنٛد مطلب اوس نہٕ رٮ۪تھ؟","conversation"
"You haven't fractured your hand, have you?","ژے چھوٗیہِ نہٕ اَتھٕ پھُٹمُت، چھٗیہِ ؟","conversation"
"No ma'am, that's not the case.","نَہ محترمہ، تہِ چھُنہٕ۔","conversation"
"What is the case?","ماملہٕ کیٛاہ چھُ؟","conversation"
"I don't know, ma'am.","مےٚ چھَنہٕ پتہ، محترما","conversation"
"My hand is swollen, it hurts.","مےٚ چھُ اَتھس ورم، اَتھ چھُ لگان۔","conversation"
"If you had ever done your work properly, it wouldn't have.","اگر ژے زانٛہہ پنٕنۍ کٲم اصل پٲٹھۍ کٔرمٕژ آسہِ ہیَتھ ، یہِ گژھِ ہی نہٕ ۔","conversation"
"You never fold the clothes.","ژٕ چھَکھ نہٕ زانٛہہ پلوَن تَہہ کران۔","conversation"
"The utensils are never quite clean.","بانہٕ چھِنہٕ زانٛہہ اصل پٲٹھہِ صاف آسان۔","conversation"
"You don't even have to wash the clothes because of the washing machine!","واشنگ مشین آسنہٕ کِنہِ چھِی نہٕ ژے پلو تہِ چھَلنٕہِ پیوان ۔","conversation"
"This isn't done at all.","یہِ چھُنہٕ زان٘ہہ سپدان ۔","conversation"
"I do as much as I can, ma'am.","بہٕ یوٗتاہ بہٕ ہٮ۪کہٕ تیوُت چھس كران ، محترمہ۔","conversation"
"Don't talk back to me.","مےٚ سۭتہِ مَہ کر اورٕٕٕ کَتھ ۔","conversation"
"Stay back at home, relax.","بیہہ گَرِ، کر آرام","conversation"
"You don't need to come work for me anymore.","ژے چھیہ نہٕ وونہِ میانہِ خٲطرٕ کامہِ یِنٕچ ضروٗرت۔","conversation"
"I'm firing you.","بہٕ چھےٚ سَتھ ژٕ کٔڑِتھ ژھنان۔","conversation"
"Wow! this is so swanky.","زبردست! یہِ چھِ واریٛاہ دلکش۔","conversation"
"When did you get it?","یہِ کَر أنِتھ ژے؟","conversation"
"Can I drive, please?","مہرنٲنی كرِتھ، بہٕ ہٮ۪کا چلٲوِتھ؟","conversation"
"Are you sure you can?","ژے چُھیہِ یٔقیٖن زِ ژٕ ہٮ۪ککھ چلٲوِتھ؟","conversation"
"I don't want any harm to this beauty.","بہٕ چھُس نہٕ یژھان ییٚتھ خوبصوٗرتی کانٛہہ نۄقصان واتناوُن۔","conversation"
"Why not!?","کیٛازِ نہٕ!","conversation"
"I can try.","بہٕ ہٮ۪کہٕ کوٗشش کٔرِتھ۔","conversation"
"Do you not have insurance?","کیٛاہ ژے چُھی نَہ انشورنس؟","conversation"
"Haha..sorry I am kidding.","ہا ہا۔۔ معٲفی، بہٕ چھُسٕیہ ٹھٹھہٕ کران۔","conversation"
"You should have seen your face right now.","ژٕ گوٚژھکھ وٕنکٮ۪س پنُن بُتھ وُچھُن۔","conversation"
"What the hell?","یہِ كیاہ بكواس چھٗ؟","conversation"
"Jokes on my car are not allowed!","میانہِ گاڑِ منز چھَنہٕ مذاق کرنٕٗك اجازت !","conversation"
"You can joke on my life all you want.","ژٕ ہٮ۪ککھ میانہِ زندگی پٮ۪ٹھ کانٛہہ تہِ مذاق کٔرِتھ۔","conversation"
"Anyway, here you go.","بہرحال، كر شروع ۔","conversation"
"Let's take it for a spin.","چلو اتھِ منز چكراہ ۔","conversation"
"Have you named her yet?","کیٛاہ ژے تھوٚوتھٕ اَتھ وٕنہِ ناو؟","conversation"
"You have gotta name your car.","ژے پزی پننہِ كارِ ناو تھاوُن۔","conversation"
"Haha yeah!","ہا ہا ۔۔آ !","conversation"
"I am going to call her Athena.","بہٕ وَنہٕ اَتھ ایتھینا۔","conversation"
"You and your Greek names, man!","ژٕ تہٕ بیٚیہِ چٲنۍ یوٗنٲنی ناو، یارا!","conversation"
"Oh! the sound of the engine.","اوہ! انجنٕچ آواز۔","conversation"
"So cool!","بہتٔریٖن!","conversation"
"And it's smooth.","تہٕ یہِ چھِ سو٘تٕر۔","conversation"
"This must-have cost you a bomb.","یہِ آسہِ ژے واریٛاہ دٔرٕٛو٘ج پیمٕژ۔","conversation"
"It would have if my father wasn't rich.","آسہا اگر نہٕ میون مول امیٖر آسہا۔","conversation"
"It's a gift, man!","یہِ چھِ اکھ ڈٲلہِ، یارا!","conversation"
"On my salary, I can't even afford an iphone; forget a Ferrari.","پننِس تنخواہَس ہٮ۪کہٕ نہٕ بہٕ اکھ آیی فون تہِ أنِتھ، فیراری ہٕنٛز چھَنہٕ کتھٕیہ ۔","conversation"
"So, how do you like it?","اچھا، ژے کۭٲژاہ پسنٛد آیی یہِ؟","conversation"
"Isn't she better than Rahul's?","ژے یہِ چھَنَہ راہول نہِ کھۄتہٕ بہتر؟","conversation"
"Obviously!","سیودٗیہ۔۔۔","conversation"
"It's a ferrari.","یہِ چھِ فیراری۔","conversation"
"You should get that 'Dad's gift' written at the back.","ژے پزی 'مٲلہِ سٕنٛز ڈٲلہِ 'رٹٕنہِ ۔","conversation"
"Haha! This is not Gurgaon.","ہا ہا! یہِ چھُنہٕ گڑگاؤں۔","conversation"
"I'd die of embarassment every time I take her out.","ییلہِ بہٕ یہِ كڈٕ ، بہٕ چھٗس پریتھ ساتہٕ شرمندٕ گژھان ۔","conversation"
"How are people so confident about these things?","لوٗکن کِتھہٕ کٔنہِ چھِ یِمَن چیٖزَن مُتعلِق یوٗتاہ اعتماد؟","conversation"
"Because they have rich dads.","تِکیٛازِ تِمَن چھِ امیٖر مٲلہِ۔","conversation"
"Haha! it gives them the extra push.","ہا ہا! اَمہِ سۭتہِ چھُ تِمَن زِیٛادے پہَن دَکہٕ لگان ۔","conversation"
"Yeah, I guess.","آ، مےٚ باسان۔","conversation"
"Let's stop for a bite, shall we?","چلو کینٛہہ کھٮ۪نہٕ خٲطرٕ رُک٘و، رُکوٕا؟","conversation"
"Look at people gawking.","ؤچھ لوٗکھ چھِ ؤچھان۔","conversation"
"Hey Rahul, I recently watched The Kashmir Files.","ہے بی، مےٚ وٕچھِ حالٕیہ دَ کشمیٖر فایلز۔","conversation"
"What stunning performances by every single cast member!","پرٮ۪تھ أکہِ اداکارن کٲژاہ اصٕل کٲم چھےٚ کٔرمٕژ۔","conversation"
"I was particularly awestruck by the performance of Bhasha Sumbli!","بہٕ گوس بھاشا سُمبلی ہٕنٛز کٲم وٕچھِتھ خاصكرِتھ روٹہٕ ۔","conversation"
"Yes; her character was very challenging to portray.","آ؛ تٔمۍ سُنٛ کردار ادا کُر اوس سخ۔","conversation"
"Sumbli did absolute justice to the character of Sharda Pandit.","سُمبلی کوٚر شاردا پٔنٛڈت سٕنٛدِس کردارس سۭتہِ پوٗرٕ انصاف۔","conversation"
"Did you know that Sumbli herself belongs to the Kashmiri Pandit community?","ژےٚ چھیٚیہِ پے زِ سُمبلی چھےٚ پانہٕ تہِ کٲشٕر پنڈِت برادری سٕتہِ تعلٗق تھوان ؟","conversation"
"Yes, I recently came to know of it.","آ، مےٚ بوٗز یہِ حال ٛحالٕیہ ۔","conversation"
"I am especially amazed by how well she did in her debut!","بےٚ چھُس زیٛادٕ ہٲران زِ تمہِ کِژھ کٲم چھےٚ گۄڑنِچی فِلمہِ منٛز کٔرمٕژ۔","conversation"
"Oh no, The Kashmir Files is not Sumbli's debut!","نہ نہ، دَ کشمیٖر فایلز چھےٚ نہٕ سُمبلی ہٕنٛز گۄڑنِچ فِلِم!","conversation"
"She had earlier played a minor role in the 2020 movie Chhapaak.","تٔمۍ چھُ گۄڑٕ تہِ 2020 چہِ فلمہِ چھپاکس منٛز اکھ لۄکُٹ کِردار ادا کوٚرمُت۔","conversation"
"Is that so, what was her role?","اچھا، تس کٗس کِردار اوس؟","conversation"
"She played the sister of Basheer Khan, the man who throws acid on Malti's face.","تٔمہِ كو٘ر بٔشیٖر خاننہِ بیٚنہِ ہُنٛد کردار ادا ، سہُ نفر یُس مالتی بٕتھِس تیزاب چھكان چھٗ ۔","conversation"
"I see, I had thought that this was her first role.","اچھا، اچھا، مےٚ دوٚپ تس چھُ یۄہے گۄڑنیُک کردار۔","conversation"
"I read that Sumbli also broke down while shooting the climax.","مےٚ بوٗز سُمبلی ہیوٚت کلایمیکس شوٚٹ کران کران ودُن تہِ۔","conversation"
"Yes, the scene is too brutal and the fact that it is based on real incidents makes it even hard to watch, let alone enact.","آ، سہُ سیٖن اوس واریاہ کرٛوٗٹھ تہٕ یہِ پزر زِ سہُ چھُ پزٮ۪ن واقعاتن پٮ۪ٹھ مبنی چھُ یہِ وٕچھُن زیٛادٕ سخ بناوان، کردار ادا کرنٕچ چھَنہٕ کتھٕے۔","conversation"
"Did you know that Anupam Kher also belongs to the Kashmiri Pandit clan?","ژےٚ چھیٚیہِ پے زِ انُپم کھیر سٗند تعلٗق تہِ چھٗ كٲشرِس پنڈِت خاندانس سٕتہِ ؟","conversation"
"Yes, from his mother's side.","آ، ماجہِ ہٕنٛدِ طرفہٕ۔","conversation"
"And his character, Pushkar Nath Pandit, is named after his father.","تہٕ تس سٕنٛدِس کِردار، پُشکر ناتھ پٔنٛڈِت سُنٛد ناو چھُ تس سٕنٛدس مٲلس پیٹھ تھاونہٕ آمُت۔","conversation"
"He is such a natural actor, his acting look so effortless!","سہُ چھُ تیوٗتھ قودرتی اداکار، تٔمہِ سٕنٛز اداکٲری چھےٚاصلی باسان ۔","conversation"
"Yes, you should also see him in Dhokha, A Wednesday and Karma.","آ، ژےٚ پزی سہُ دھوکا، اےٚ وٮ۪ڈنٕزڈے تہٕ کرماہس منٛز وٕچھُن۔","conversation"
"The veteran ensemble cast delivers such convincing performances!","تجرُبہٕ کار اداکارن ہٕٗند رلہٕ مِلہٕ کاسٹ چھٗ امہِ قٕسمٕچ تسلا بخش اداکٲری ہاوان۔","conversation"
"It was so good to see Puneet Issar as DGP Hari Narayan.","ڈی جی پی ہری ناراین سٕنٛدس کردارس منٛز پُنیٖت ایسار وٕچھُن چھُ خۄش گژھان۔","conversation"
"Didn't he play Duryodhana in B.R. Chopra's Mahabharat?","تٔمۍ اوس نا بی آر چوپرا نِس مہابارتس منٛز دُریودھن سُنٛد کردار ادا کوٚرمُت؟","conversation"
"Yes he did, then there was also Mithun Chakraborty as IAS officer Brahma Dutt.","آ، تٔمۍ اوس کوٚرمُت، تہٕ بیٚیہِ اوس متھن چکرورتی تہِ بطور آیی اے اٮ۪س افسر بھرم دت سٕنٛدس کردارس منٛز۔","conversation"
"Even the newer talents like Amaan Iqbal and Darshan Kumar are so promising.","تہٕ امان اقبال تہٕ درشن کُمار ہِوِ نٔوِ ہُنر منٛد اداکار تہِ چھِ سٮ۪ٹھاہ وومید افضا ۔","conversation"
"Veteran actors remind me of Mrinal Kulkarni as Laxmi Dutt.","تجرُبہٕ کار اداکارن چھِ مےٚ لکشمی دت سٕنٛدس کردارس منٛز مرٛنال کُلکرنی یاد پاوان۔","conversation"
"I used to love her in Son Pari.","مےٚ ٲس سۄ سون پٔری منٛز خۄش کران۔","conversation"
"Pallavi Joshi's performance is really polished as well.","پلوی جوشی ہٕنٛز اداکٲری تہِ چھے٘ شاندار۔","conversation"
"Everyone who has seen the movie hates Professor Radhika Menon, all because of her superb acting.","یہِ فِلِم وٗچھن وول پریتھ كان٘ہہ چھٗ پروفٮ۪سر رادھِکا مٮ۪ننس نفرت كران ، صرف تس سٕنٛزِ شاندار اداکٲری ہٕنٛدِ وجہِ کِنہِ ۔","conversation"
"Indeed! It is not easy to portray negative roles but does Joshi deliver!","بے شك ،منفی کِردار ادا کرٕنہِ چھُنہٕ سہل آسان مگر جوشی چھےٚ اصٕل پٲٹھہِ نِبھاوان۔","conversation"
