en,ks,domain
"With flights..boom..you are there!","جہازٕ سۭتہِ چھٗ ۔۔۔بوُم۔۔۔ تہٕ توہہِ وٲتِوٕٕ تور !","conversation"
"Trains are still better.","ریل چھِ توتہِ بہتر۔","conversation"
"That's there, but on road trips, half the vacation goes on the road.","تہِ چھُ ۔ مگر سڈكہِ سفرَس منٛز چھُ نیصٕف چھُٹی وَتی گٗزران ۔","conversation"
"But I guess both have their own perks.","مگر مےٚ باسان دۄشوٕنی چھُ پنُن پنُن فٲیدٕ ۔","conversation"
"Let's see if Goa changes my perception about road trips.","چلو ؤچھو گوا بدلاوِیا سڈك سفرس مٗتعلق میون تصوٗر ۔","conversation"
"It will convert you.","یہِ بدلاوِ توہہِ","conversation"
"But first, we need to make a pit stop.","مگر گۄڈٕ چھُ اَسہِ رُکنٕچ ضروٗرت۔","conversation"
"This is going to be fun.","واریٛاہ مَزٕ یِیہِ اتھ ۔","conversation"
"Let me click a few pictures outside while you get it fuelled.","مےٚ دِیو نیبرٕ کَنہِ کینٛہہ فوٹو تُلنہٕ یوٚتَتھ تام توہہِ اَتھ تیٖل ترٲوِو ۔","conversation"
"Hey, I heard your brother knows the concert organizers of A P Dhillon.","ہے، مےٚ بوٗز چون بویہ چھُ زانان اے پی ڈھلن محفِل موسیقی ہندِس نٲضِمس زانان۔","conversation"
"I'm trying to get some passes for a long time, which I'm not able to yet.","بہٕ چھُس کٲفی وقتہٕ پٮ۪ٹھ کینٛہہ پاس حٲصِل کرنٕچ کوٗشش کران، یُس مےٚ وٕنیُک تام کٔرِتھ ہیو٘ك نہٕ ۔","conversation"
"Can you help me, please?","یٛاہ ژٕ ہٮ۪کہٕ مےٚ مہربٲنی کٔرِتھ مددتھ کٔرِتھ؟","conversation"
"Yes, he is in the team of the organizers as well.","آ، سُہ چھُ انتظٲمیہ كِس ٹیٖمس منٛز تہِ۔","conversation"
"I will ask him if there are any extra tickets available or not.","بہٕ پرٛیژھِ تٔمِس کانٛہہ ہُرے مانہٕ ٹِکٹ چھا كِنہٕ نہٕ ۔","conversation"
"How many tickets do you want?","ژے کۭژٹکٹہٕ چھے ضروٗرت؟","conversation"
"I want five tickets, for me and my friends.","مےٚ چھِ پانٛژھ ٹکٹہٕ ضروٗرت، پانس تہٕ پننین دوستَن خٲطرٕ۔","conversation"
"When we planned it was around 10k for a ticket.","ییٚلہِ اَسہِ منصوبہٕ بنوو ، تَمہِ وِزِ أس ٹکٹ لگ بگ 10 ہن ساسَن۔","conversation"
"But now they're selling at 35 to 40k, I heard.","مگر مےٚ بوٗز وٕنکٮ۪س چھِ تِم 35 پٮ۪ٹھہٕ 40 ساسن تام کٕنان۔","conversation"
"Can you just confirm the price as well?","کیٛاہ ژٕ ہٮ۪کہٕ قۭمتھ تہِ پتہ کٔرِتھ؟","conversation"
"Actually the estimation made by the organizers have gone up to an extent.","دراصل نٲضِمو٘ دسہِ كورمٗت اندازٕ چھُ کُنہِ حدس تام بڑیومُت۔","conversation"
"But they are not so costly as you are saying.","مگر تِم چھنہٕ زِیٛادٕ درٕٛو٘گہِ یوٗتاہ ژٕ ونان چھُکھ۔","conversation"
"There are some agents who are selling the tickets in black, so you might have heard from them.","کینٛہہ ایجنٹ چھِ یِم ٹکٹہٕ بلیکَس منٛز کٕنان چھِ، ژے آسیٚتھ تِمٕنٕیہ نِش بوُزمُت۔","conversation"
"The ticket prices are 8k per head.","ٹکٹَہِ ہٗند قۭمتھ چھِٗ فی نفر خٲطرٕ 8 ساس۔","conversation"
"But I doubt I can arrange for 5 tickets at the moment.","مگر مےٚ چھُ شخٕیہ بہٕ ہٮ۪کا وٕنکٮ۪س پانٛژھن ٹکٹن ہٗند انتظام كرِتھ ۔","conversation"
"You're absolutely correct that middlemen are the people who raise the prices.","ژٕ چھُکھ بالکُل سہی ونان زِ منٛزِم نفر چھِ تِم لوٗکھ یِم قۭمتھ پڑاوان چھِ۔","conversation"
"That won't go to the organizers but affects prices so much.","یہِ واتہِ نٲضِمن نِشہِ مگر امہِ سٕتہِ چھٗ قٲمتس فرخ پیوان ۔","conversation"
"The fans are so crazy that they buy from them anyway.","شوقین چھِ واریٛاہ دیوانہٕ زِ تِم چھِ تِمَن نِش كٗنہِ طریقہٕ ہیوان ۔","conversation"
"I was about to quit the plan itself because of that, but I remembered you.","بہٕ اوسُس پانہٕ امہِ موُجوُب منصوبہٕ رد كرنس تیار ، مگر مےٚ پیوٚوُکھ ژٕ یاد۔","conversation"
"If it is difficult to get 5, can you try 2 at least?","اگر پانٛژھ اَننہِ مُشکِل چھٗ ، ژٕ ہٮ۪کكھہٕ کم از کم زٕ أنِتھ؟","conversation"
"2 tickets can be arranged.","2 ٹکٹَن ہُنٛد بنٛدوٗبستہٕ ہٮ۪کہِ گژھِتھ۔","conversation"
"I will ask my brother and get the tickets for you soon.","بہٕ پرٛیژھِ پننِس بٲیِس تہٕ اَنو ژے خٲطرٕجلٕد یہ ٹکٹہٕ ۔","conversation"
"You can send him the payment directly, that will be easy.","ژٕ ہٮ۪کَک تٔمِس پونٛسہٕ سیٚودُے سوٗزِتھ، سُہ روزِ آسان۔","conversation"
"Thank you yaar, I had promised my girlfriend.","چون شُکریا یارا، مےٚ اوس پننہِ گرٕل فرینڈِ وادٕ کوٚرمُت۔","conversation"
"She would have pestered me till the next concert.","سۄ کرِ ہا مےٚ بیٛکِس کانٛسٲٹس تام واریٛاہ تنٛگ۔","conversation"
"By the way, who goes to such concerts for the sake of music yar, it's just a high for me.","دریں اشنا ، یمن محفِلن منز كٗس چھٗ موسیقی خٲطرٕ گژھان یہِ چھُ میانہِ خٲطرٕ واریٛاہ ۔","conversation"
"But I can't tell this to her, as I told you, my friend.","مگر بہٕ ہٮ۪کہٕ نہٕ تٔمِس یہِ ؤنِتھ، یہِ مےٚ ژے وو٘نٗیہ میانہِ یارا۔","conversation"
"I understand the scenario.","بہٕ چھُس یہِ حالت سمجھان۔","conversation"
"Don't worry 2 tickets can be well arranged of.","مَہ بامبر 2 ٹکٹَن ہُنٛد ہٮ۪کہٕ اصل بٲٹھہِ انتظام گژھِتھ۔","conversation"
"I have already informed my brother and he has booked your tickets already.","مےٚ کٔر گۄڈے پننِس بٲیِس شیچھہِ تہٕ تٔمہِ چھِ چانہِ ٹکٹہٕ گۄڈے بُک کرِمَژٕ۔","conversation"
"So now you can be rest assured and collect it from me tomorrow when we will be meeting.","لہاذا ہیككھ وونہِ ژٕ مُطمعیٖن روٗزِتھ تہٕ پَگاہ رٹھتہٕ، ییٚلہِ أسہِ سمکھو ، مےٚ نِش ۔","conversation"
"Sure dude, thank you.","ٹھیٖک چھُ یارا۔ چون شُکریا۔","conversation"
"Most welcome, lets catchup soon.","کینٛہہ چھُنہٕ، چلو جلدٕیہ مِلو۔","conversation"
"Hello, is this Mrs. Radhika, Arts teacher at Trinity Elementary School?","ہیلو، تُہہِ چھِوٕ ٹرٛنِٹی اٮ۪لِمٮ۪نٹری سوٚکوٗلس منٛز آرٹسٕ وۄستاد مِسِز رادھِکا ؟","conversation"
"Yes. Who is this?","آ، تُہہِ کم چھِوٕ؟","conversation"
"My name is John Bernad, and I am Michele's father.","مےٚ چھُ جان بٔرنارڈ ناو تہٕ بہٕ چھُس مِشیل سٗند مول ۔","conversation"
"Okay sir, how can I help you?","اچھا جِناب ، بہٕ کیٛاہ مدتھ ہٮ۪کہٕ تۄہہِ کٔرِتھ؟","conversation"
"Michel has expressed an interest in learning music.","مِشلن چھےٚ موٗسیٖقی ہیٚچھنس منٛز دِلچسپی بٲومٕژ۔","conversation"
"I am so confused to select a genre.","بہٕ چھٗس صِنف شارنس منز شش پنجس منز گومٗت ۔گوس مۄنٛگہٕ ڈلس زِ بہٕ کُس انواع رٹہٕ۔","conversation"
"Could you assist me?","تو٘ہہِ ہیكوٕ مےٚ مدتھ کٔرِتھ؟","conversation"
"What is the easiest genre of music to learn?","موٗسیٖقی ہنز كو٘سہٕ ص،نِف چھے٘ ہیچھنہٕ باپت سہل ؟","conversation"
"Children should learn classical music, in my opinion.","میٲنہِ کِنہِ پزِ شُرٮ۪ن کلاسیٖکی موٗسیٖقی ہیٚچھِنہِ ۔","conversation"
"Is it beneficial for children to study classical music?","کلاسیٖکی موٗسیٖقی ہیٚچھِنہِ چھا شُرٮ۪ن کٮ۪نٛہہ فٲیدٕ دِوان؟","conversation"
"Yes. It's quite difficult but classical music has huge emotional benefits for children.","آ، یہِ چھٚ واریاہ سخ آسان مگر شُرٮ۪ن خٲطرٕ چھِ کلاسیٖکی موٗسیٖقی منٛز واریاہ جذبٲتی فٲیدٕ۔","conversation"
"According to studies, listening to live classical music evokes positive feelings in children.","مطالو٘ مطٲبِق، چھِ برون٘ٹھہٕ كٕنہِ کلاسیٖکی موٗسیٖقی بوزنہٕ سۭتہِ شُرٮ۪ن منٛز رٕتہِ جذبات ووتلان۔","conversation"
"It also has an effect on their listening and concentration abilities.","امہِ سٕتہِ چھٗ بوزنہٕ تہٕ توجہ مركوٗز كرنہٕ چین صلٲحیتن پیٹھ تہِ اشر پیوان ۔","conversation"
"Classical music is beneficial to children's development, that's nice.","کلاسیٖکی موٗسیٖقی چھےٚ شُرٮ۪ن ہٕنٛدِ نشو نُما خٲطرٕ فٲیدٕ منٛد، یہِ گوٚو جان۔","conversation"
"What other advantages does classical music have?","بیٚیہِ کیٛاہ فٲیدٕ چھِ کلاسیٖقی موٗسیٖقی آسان؟","conversation"
"Classical music necessitates practise and perseverance.","کلاسیٖکی موٗسیٖقی چھےٚ مشق تہٕ شٲبِت قدمی ہنز ضروُرت پٲدٕ كران ۔","conversation"
"This training will discipline the child's life.","امہِ تربیتہٕ سۭتہِ چھےٚ شُرِ سٕنٛز زنٛدگی باتہذیٖب بنان۔","conversation"
"It functions as an antidepressant.","یہِ چھےٚ ذحنی دباوس خلاف كٲم كران ۔","conversation"
"It also soothes children's minds.","بیٚیہِ چھےٚ یہِ شُرِ سٕنٛدس ذہنس سکوٗن واتناوان۔","conversation"
"Yeah, a calm child is more joyful.","آ، اکھ پُر سُکوٗن شُر چھُ زیٛادٕ خۄش آسان۔","conversation"
"As children learn to listen carefully rather than just hear,","تہِ کیٛازِ شُرِ چھِ ژھوٚرُے بوزنہٕ بجایہِ دھیانہٕ سان بوزُن ہیٚچھان،","conversation"
"their memory cells begin to work harder to store notes, tunes, tones, methods, approaches, and so on.","تِمن ہٕنٛز یاداشت چہِ سٮ۪لہٕ چھےٚ لیہِ، دھُنہٕ، طریقہٕ ، نۄقطہٕ نظر، بیترِ یاد تھاونہٕ خٲطرٕ زیٛادٕ محنت کران۔","conversation"
"Okay, I'll look for a classical music teacher in the area for Michele.","ٹھیكھ چھٗ ، تیٚلہِ وٕچھِن بہٕ امہِ باپتھ مِشیلس کیُتھ علاقس منز کانٛہہ کلاسیٖکی موٗسیٖقی ہٗند وۄستاد۔","conversation"
"I understand that classical music is India's soul.","مےٚ چھُ فِکرِ تران زِ کلاسیٖکی موٗسیٖقی چھُ ہِندوستانُک روٗح۔","conversation"
"That's great.","یہِ گوٚو جان۔","conversation"
"Please keep in mind that if she is not interested in classical music, you should not force her to learn it.","امہِ کتھِ ہُنٛد خیال گژھِ تھاوُن زِ ہرگاہ نہٕ تس کلاسیٖکی موٗسیٖقی منٛز دِلچسپی آسہِ، تۄہہِ پزوٕ نہٕ تس امہِ باپتھ زور کرُن۔","conversation"
"We should encourage them based on their abilities.","اسہِ پزِ تمن تِہٕنٛزِن صلٲحیتن ہٕنٛدِ حسابہٕ حوصلہٕ افضٲیی کرٕنہِ ۔","conversation"
"Sure ma'am.","آ ضروٗر محترمہٕ ۔","conversation"
"Thank you so much for your guidance.","تٗہنزِ رحنٗمٲیی باپت سیٹھاہ شُکرِیا۔","conversation"
"You are welcome, and please convey my greetings to Michele.","تُہُند خٲر مقدم ، مِشیلس ؤنزٮ۪وٕ میون مٗبارك ۔","conversation"
"Okay, bye!","اچھا ، خدا حافِظ ۔","conversation"
"Do you have a holiday tomorrow?","کیٚا پگاہ چھیٚیا ژےٚ چھُٹی؟","conversation"
"Why would I have a holiday on a weekday?","مےٚ کیازِ آسہِ ویٖک ڈیٚیَس پیٹھ چھُٹی؟","conversation"
"Well, there will be a rally tomorrow.","ٹھیٖک پگاہ آسہِ جلسہٕ۔","conversation"
"Our neighbourhood children got a holiday.","سانین ہمساے شُرین چھِ چھُٹی۔","conversation"
"I thought you will get one too,","مےٚ باسو ژےٚ تہِ ما چھے۔","conversation"
"I don't have any holiday.","مےٚ چھَنہٕ کانٛہہ چھُٹی۔","conversation"
"Then I think it'd be better if you take leave for tomorrow.","تیٚلہِ چھُ مےٚ باسان زِ یہِ روزِ بہتر اگر ژٕ پگاہ لِیو تھوَکھ۔","conversation"
"What is the big deal about this rally?","اتھ جلسَس متعلق کیٚا خاص کتھ چھِ؟","conversation"
"A lot of rallies happen all the time.","واریاہ جلسہ چھ دۄہے سپدان۔","conversation"
"This one will be huge.","یہِ اکھ چھِ واریٛاہ بٔڑ۔","conversation"
"Because all the major parties, Bharatiya Janata Party, Trinamool Congress, and Communist Party, are taking part in it.","تِکیازِ تمام بجہِ پارٹیہِ، بھارتیہ جنتا پارٹی، ترنمول کانگریس، تہٕ کمیونسٹ پارٹی چھِ اتھ مَنٛز حصہٕ نِنہٕ وٲلۍ۔","conversation"
"All of them?","تِم سٲرِی یا؟","conversation"
"Yes, and I doubt if you will be able to make it home on time.","آ، تہٕ مےٚ چھُنہٕ باسان زِ ژٕ واتکھ وقتس پیٹھ گرٕ۔","conversation"
"If you go to the office tomorrow.","اگر ژٕ پگاہ دفتر گژھکھ۔","conversation"
"I doubt it too.","مےٚ تہِ چھُ اتھ مَنٛز شک۔","conversation"
"But I know nothing about this.","مگر مےٚ چھنہٕ اتھ متعلق کِہنۍ تہِ پتہ۔","conversation"
"Why are they doing this?","تِم کیازِ چھِ یہِ کران؟","conversation"
"They are doing this because the government didn't do everything as they promised in the manifesto.","تِم چھِ یہِ کران تِکیازِ حکومتَن کوٚر نہٕ تہِ سورُے یتھ کٔنۍ تِمَو منشورَس مَنٛز وادٕ اوس کوٚرمُت۔","conversation"
"Is that so?","یی چھا؟","conversation"
"Then what about the time when Bharatiya Janata Party was ruling?","تیٚلہِ تمہِ وقتُک کیٚا ییٚلہِ بھارتیہ جنتا پارٹی ٲسۍ حکوٗمَت کران؟","conversation"
"They did not do it as promised either.","تِمَو تہِ کوٚر نہٕ تہِ وعدہ مطٲبِق۔","conversation"
"True, but who cares?","پوٚز چھُ، مگر کٔمِس چھِ فرق پیوان؟","conversation"
